global_best_valid_mrr20,run_best_valid_mrr20,run_phase,exp_brief,stage,trigger,dataset,seed_id,gpu_id,status,test_mrr20,n_completed,interrupted,special_ok,diag_ok,result_path,timestamp_utc,phase_id,axis_id,axis_desc,architecture_id,architecture_key,architecture_name,setting_id,setting_key,setting_desc,setting_group,setting_detail,hparam_id,run_id
0.224300,0.224300,P14_FAD_A2_LASTFM0_03_H1_S1,A2_ALLW4_GROUP_FEAT_RULE,final,trial_new_best,lastfm0.03,1,0,running,0.223700,,,,,,2026-03-29T07:05:20.321776Z,P14,FAD,final_all_datasets,A2,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE_H1_S1,A2_ALLW4_MMM_TTT_FD0P1,A2_ALLW4_MMM_TTT_FD0P1_H1_S1,final_variant,"all_w4 + src_base(ABC both,DE feature) + group_feat_rule + align+monopoly(weak) + macro_mid_micro + token-token-token + feature_dropout0.1",H1,FAD_A2_LASTFM0_03_H1_S1
0.227300,0.227300,P14_FAD_A2_LASTFM0_03_H1_S2,A2_ALLW4_GROUP_FEAT_RULE,final,trial_new_best,lastfm0.03,2,1,running,0.226900,,,,,,2026-03-29T07:10:56.696381Z,P14,FAD,final_all_datasets,A2,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE_H1_S2,A2_ALLW4_MMM_TTT_FD0P1,A2_ALLW4_MMM_TTT_FD0P1_H1_S2,final_variant,"all_w4 + src_base(ABC both,DE feature) + group_feat_rule + align+monopoly(weak) + macro_mid_micro + token-token-token + feature_dropout0.1",H1,FAD_A2_LASTFM0_03_H1_S2
0.233400,0.233400,P14_FAD_A2_LASTFM0_03_H1_S3,A2_ALLW4_GROUP_FEAT_RULE,final,trial_new_best,lastfm0.03,3,2,running,0.236500,,,,,,2026-03-29T07:27:27.769191Z,P14,FAD,final_all_datasets,A2,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE_H1_S3,A2_ALLW4_MMM_TTT_FD0P1,A2_ALLW4_MMM_TTT_FD0P1_H1_S3,final_variant,"all_w4 + src_base(ABC both,DE feature) + group_feat_rule + align+monopoly(weak) + macro_mid_micro + token-token-token + feature_dropout0.1",H1,FAD_A2_LASTFM0_03_H1_S3
0.233700,0.233700,P14_FAD_A2_LASTFM0_03_H1_S3,A2_ALLW4_GROUP_FEAT_RULE,final,trial_new_best,lastfm0.03,3,2,running,0.234600,,,,,,2026-03-29T09:16:28.915276Z,P14,FAD,final_all_datasets,A2,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE_H1_S3,A2_ALLW4_MMM_TTT_FD0P1,A2_ALLW4_MMM_TTT_FD0P1_H1_S3,final_variant,"all_w4 + src_base(ABC both,DE feature) + group_feat_rule + align+monopoly(weak) + macro_mid_micro + token-token-token + feature_dropout0.1",H1,FAD_A2_LASTFM0_03_H1_S3
0.234000,0.234000,P14_FAD_A2_LASTFM0_03_H1_S2,A2_ALLW4_GROUP_FEAT_RULE,final,trial_new_best,lastfm0.03,2,1,running,0.235100,,,,,,2026-03-29T10:59:53.705284Z,P14,FAD,final_all_datasets,A2,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE_H1_S2,A2_ALLW4_MMM_TTT_FD0P1,A2_ALLW4_MMM_TTT_FD0P1_H1_S2,final_variant,"all_w4 + src_base(ABC both,DE feature) + group_feat_rule + align+monopoly(weak) + macro_mid_micro + token-token-token + feature_dropout0.1",H1,FAD_A2_LASTFM0_03_H1_S2
0.234000,0.237000,P14_FAD_A2_LASTFM0_03_H1_S1,A2_ALLW4_GROUP_FEAT_RULE,final,run_complete,lastfm0.03,1,0,run_complete_no_result,0.234200,20,False,False,False,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/lastfm0.03_FeaturedMoE_N3_p14_fad_a2_lastfm0_03_h1_s1_20260330_082352_166313_pid567268.json,2026-03-29T11:05:10.937713Z,P14,FAD,final_all_datasets,A2,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE_H1_S1,A2_ALLW4_MMM_TTT_FD0P1,A2_ALLW4_MMM_TTT_FD0P1_H1_S1,final_variant,"all_w4 + src_base(ABC both,DE feature) + group_feat_rule + align+monopoly(weak) + macro_mid_micro + token-token-token + feature_dropout0.1",H1,FAD_A2_LASTFM0_03_H1_S1
0.234000,0.237300,P14_FAD_A2_LASTFM0_03_H1_S2,A2_ALLW4_GROUP_FEAT_RULE,final,run_complete,lastfm0.03,2,1,run_complete_no_result,0.236100,20,False,False,False,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/lastfm0.03_FeaturedMoE_N3_p14_fad_a2_lastfm0_03_h1_s2_20260330_082352_162871_pid567269.json,2026-03-29T11:12:04.083648Z,P14,FAD,final_all_datasets,A2,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE_H1_S2,A2_ALLW4_MMM_TTT_FD0P1,A2_ALLW4_MMM_TTT_FD0P1_H1_S2,final_variant,"all_w4 + src_base(ABC both,DE feature) + group_feat_rule + align+monopoly(weak) + macro_mid_micro + token-token-token + feature_dropout0.1",H1,FAD_A2_LASTFM0_03_H1_S2
0.234800,0.234800,P14_FAD_A2_LASTFM0_03_H3_S1,A2_ALLW4_GROUP_FEAT_RULE,final,trial_new_best,lastfm0.03,1,0,running,0.237600,,,,,,2026-03-29T11:20:19.635314Z,P14,FAD,final_all_datasets,A2,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE_H3_S1,A2_ALLW4_MMM_TTT_FD0P1,A2_ALLW4_MMM_TTT_FD0P1_H3_S1,final_variant,"all_w4 + src_base(ABC both,DE feature) + group_feat_rule + align+monopoly(weak) + macro_mid_micro + token-token-token + feature_dropout0.1",H3,FAD_A2_LASTFM0_03_H3_S1
0.235200,0.235200,P14_FAD_A2_LASTFM0_03_H3_S2,A2_ALLW4_GROUP_FEAT_RULE,final,trial_new_best,lastfm0.03,2,1,running,0.236200,,,,,,2026-03-29T11:35:02.598144Z,P14,FAD,final_all_datasets,A2,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE_H3_S2,A2_ALLW4_MMM_TTT_FD0P1,A2_ALLW4_MMM_TTT_FD0P1_H3_S2,final_variant,"all_w4 + src_base(ABC both,DE feature) + group_feat_rule + align+monopoly(weak) + macro_mid_micro + token-token-token + feature_dropout0.1",H3,FAD_A2_LASTFM0_03_H3_S2
0.235200,0.236500,P14_FAD_A2_LASTFM0_03_H1_S4,A2_ALLW4_GROUP_FEAT_RULE,final,run_complete,lastfm0.03,4,3,run_complete_no_result,0.237300,18,False,False,False,/workspace/jy1559/FMoE/experiments/run/artifacts/results/fmoe_n3/lastfm0.03_FeaturedMoE_N3_p14_fad_a2_lastfm0_03_h1_s4_20260330_082352_185396_pid567271.json,2026-03-29T11:36:28.173599Z,P14,FAD,final_all_datasets,A2,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE,A2_ALLW4_GROUP_FEAT_RULE_H1_S4,A2_ALLW4_MMM_TTT_FD0P1,A2_ALLW4_MMM_TTT_FD0P1_H1_S4,final_variant,"all_w4 + src_base(ABC both,DE feature) + group_feat_rule + align+monopoly(weak) + macro_mid_micro + token-token-token + feature_dropout0.1",H1,FAD_A2_LASTFM0_03_H1_S4
