question,stage,dataset,model,family,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc,best_checkpoint_file,special_result_file,logging_bundle_dir,diag_meta_file,best_valid_mean,test_mean,best_valid_seen_mean,test_seen_mean,best_valid_unseen_mean,test_unseen_mean,best_valid_seen_mrr20,test_seen_mrr20,best_valid_unseen_mrr20,test_unseen_mrr20,best_valid_ndcg20,test_ndcg20,best_valid_hit10,test_hit10
q3,q3,beauty,featured_moe_n3,route,Q3_BEAUTY_FULL_THREE_STAGE_R01_S3,,Q3_BEAUTY_FULL_THREE_STAGE_R01_S3,full_three_stage,Full Three-Stage,1,beauty_top01_rfmoe,3,860001,0,ok,overall_seen_target,0.12149498133684501,0.08762042446667433,0.0902,0.0533,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r01_s3_20260419_085714_644096_pid801412_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r01_s3_20260419_085714_644096_pid801412.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q3/beauty/featured_moe_n3/route/Q3_BEAUTY_FULL_THREE_STAGE_R01_S3.log,264.9519910812378,,2026-04-19T09:01:35.061232Z,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r01_s3_20260419_085714_644096_pid801412_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/special/q3_stage_structure/Q3/beauty/FMoEN3/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r01_s3_20260419_085714_644096_pid801412_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment_ablation/beauty/Q3/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r01_s3_20260419_085714_644096_pid801412,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/diag/meta.json,0.12148888888888891,0.0876111111111111,0.12149498133684501,0.08762042446667433,0.0,0.0,0.09024071652277646,0.05325706992671961,0.0,0.0,0.1211,0.0852,0.1707,0.1318
q3,q3,beauty,featured_moe_n3,route,Q3_BEAUTY_FULL_THREE_STAGE_R02_S3,,Q3_BEAUTY_FULL_THREE_STAGE_R02_S3,full_three_stage,Full Three-Stage,2,beauty_top02_rfmoe,3,860009,3,ok,overall_seen_target,0.11918888888888891,0.09875555555555554,0.0908,0.0778,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r02_s3_20260419_085931_983336_pid801803_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r02_s3_20260419_085931_983336_pid801803.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q3/beauty/featured_moe_n3/route/Q3_BEAUTY_FULL_THREE_STAGE_R02_S3.log,308.81461095809937,,2026-04-19T09:04:35.517229Z,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r02_s3_20260419_085931_983336_pid801803_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/special/q3_stage_structure/Q3/beauty/FMoEN3/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r02_s3_20260419_085931_983336_pid801803_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment_ablation/beauty/Q3/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r02_s3_20260419_085931_983336_pid801803,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/diag/meta.json,0.11918888888888891,0.09875555555555554,0.1191685055048005,0.0987488105881275,0.0,0.0,0.09079775242621162,0.07780921718580674,0.0,0.0,0.1176,0.0968,0.1647,0.1318
q3,q3,beauty,featured_moe_n3,route,Q3_BEAUTY_FULL_THREE_STAGE_R03_S3,,Q3_BEAUTY_FULL_THREE_STAGE_R03_S3,full_three_stage,Full Three-Stage,3,beauty_top03_rfmoe,3,860017,2,ok,overall_seen_target,0.1024248013335219,0.09096666666666667,0.0692,0.0625,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r03_s3_20260419_090427_321497_pid804301_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r03_s3_20260419_090427_321497_pid804301.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q3/beauty/featured_moe_n3/route/Q3_BEAUTY_FULL_THREE_STAGE_R03_S3.log,231.09322261810303,,2026-04-19T09:08:13.196951Z,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r03_s3_20260419_090427_321497_pid804301_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/special/q3_stage_structure/Q3/beauty/FMoEN3/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r03_s3_20260419_090427_321497_pid804301_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment_ablation/beauty/Q3/beauty_FeaturedMoE_N3_q3_beauty_full_three_stage_r03_s3_20260419_090427_321497_pid804301,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/diag/meta.json,0.10242222222222223,0.09096666666666667,0.1024248013335219,0.09096392709613604,0.0,0.0,0.06918190783226347,0.06249398724269389,0.0,0.0,0.0992,0.0895,0.1526,0.1261
q3,q3,beauty,featured_moe_n3,route,Q3_BEAUTY_REMOVE_MACRO_R01_S3,,Q3_BEAUTY_REMOVE_MACRO_R01_S3,remove_macro,Remove Macro,1,beauty_top01_rfmoe,3,860002,1,ok,overall_seen_target,0.10264444444444445,0.09684759572347573,0.0654,0.0662,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r01_s3_20260419_085714_787877_pid801413_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r01_s3_20260419_085714_787877_pid801413.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q3/beauty/featured_moe_n3/route/Q3_BEAUTY_REMOVE_MACRO_R01_S3.log,240.32579517364502,,2026-04-19T09:01:10.429976Z,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r01_s3_20260419_085714_787877_pid801413_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/special/q3_stage_structure/Q3/beauty/FMoEN3/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r01_s3_20260419_085714_787877_pid801413_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment_ablation/beauty/Q3/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r01_s3_20260419_085714_787877_pid801413,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/diag/meta.json,0.10264444444444445,0.09684444444444446,0.10264396752591964,0.09684759572347573,0.0,0.0,0.06536979110066192,0.06615684387463554,0.0,0.0,0.1005,0.0951,0.1526,0.1404
q3,q3,beauty,featured_moe_n3,route,Q3_BEAUTY_REMOVE_MACRO_R02_S3,,Q3_BEAUTY_REMOVE_MACRO_R02_S3,remove_macro,Remove Macro,2,beauty_top02_rfmoe,3,860010,6,ok,overall_seen_target,0.11781111111111114,0.10274444444444444,0.0901,0.0758,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r02_s3_20260419_085956_702064_pid801909_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r02_s3_20260419_085956_702064_pid801909.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q3/beauty/featured_moe_n3/route/Q3_BEAUTY_REMOVE_MACRO_R02_S3.log,342.2714376449585,,2026-04-19T09:05:33.417816Z,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r02_s3_20260419_085956_702064_pid801909_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/special/q3_stage_structure/Q3/beauty/FMoEN3/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r02_s3_20260419_085956_702064_pid801909_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment_ablation/beauty/Q3/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r02_s3_20260419_085956_702064_pid801909,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/diag/meta.json,0.11781111111111114,0.10274444444444444,0.1178030446612279,0.10272315454208823,0.0,0.0,0.09008292217241473,0.0757627720200059,0.0,0.0,0.1175,0.1001,0.1526,0.1433
q3,q3,beauty,featured_moe_n3,route,Q3_BEAUTY_REMOVE_MACRO_R03_S3,,Q3_BEAUTY_REMOVE_MACRO_R03_S3,remove_macro,Remove Macro,3,beauty_top03_rfmoe,3,860018,7,ok,overall_seen_target,0.10217299355324466,0.09310000000000002,0.0749,0.0723,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r03_s3_20260419_090429_379032_pid804326_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r03_s3_20260419_090429_379032_pid804326.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q3/beauty/featured_moe_n3/route/Q3_BEAUTY_REMOVE_MACRO_R03_S3.log,266.3487033843994,,2026-04-19T09:08:51.053631Z,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r03_s3_20260419_090429_379032_pid804326_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/special/q3_stage_structure/Q3/beauty/FMoEN3/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r03_s3_20260419_090429_379032_pid804326_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment_ablation/beauty/Q3/beauty_FeaturedMoE_N3_q3_beauty_remove_macro_r03_s3_20260419_090429_379032_pid804326,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/diag/meta.json,0.10216666666666666,0.09310000000000002,0.10217299355324466,0.09309919737220114,0.0,0.0,0.07494697702607238,0.07226756544927813,0.0,0.0,0.0997,0.0921,0.1486,0.1175
q3,q3,beauty,featured_moe_n3,route,Q3_BEAUTY_REMOVE_MICRO_R01_S3,,Q3_BEAUTY_REMOVE_MICRO_R01_S3,remove_micro,Remove Micro,1,beauty_top01_rfmoe,3,860004,3,ok,overall_seen_target,0.10678888888888888,0.08070105973682143,0.0807,0.0567,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r01_s3_20260419_085714_807588_pid801414_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r01_s3_20260419_085714_807588_pid801414.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q3/beauty/featured_moe_n3/route/Q3_BEAUTY_REMOVE_MICRO_R01_S3.log,136.5811107158661,,2026-04-19T08:59:26.694022Z,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r01_s3_20260419_085714_807588_pid801414_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/special/q3_stage_structure/Q3/beauty/FMoEN3/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r01_s3_20260419_085714_807588_pid801414_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment_ablation/beauty/Q3/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r01_s3_20260419_085714_807588_pid801414,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/diag/meta.json,0.10678888888888888,0.0807,0.1067874953682696,0.08070105973682143,0.0011004911740466914,0.0006137329911459303,0.08070663374710274,0.05669926623560296,0.00038759690500045005,0.0003665689258806167,0.1031,0.0799,0.1506,0.1146
q3,q3,beauty,featured_moe_n3,route,Q3_BEAUTY_REMOVE_MICRO_R02_S3,,Q3_BEAUTY_REMOVE_MICRO_R02_S3,remove_micro,Remove Micro,2,beauty_top02_rfmoe,3,860012,4,ok,overall_seen_target,0.11747777777777779,0.10088532928001423,0.0917,0.071,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r02_s3_20260419_090048_065588_pid802106_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r02_s3_20260419_090048_065588_pid802106.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r23_20260418_045819_003908_pid58490.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q3/beauty/featured_moe_n3/route/Q3_BEAUTY_REMOVE_MICRO_R02_S3.log,246.32944583892822,,2026-04-19T09:04:49.129532Z,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r02_s3_20260419_090048_065588_pid802106_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/special/q3_stage_structure/Q3/beauty/FMoEN3/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r02_s3_20260419_090048_065588_pid802106_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment_ablation/beauty/Q3/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r02_s3_20260419_090048_065588_pid802106,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/diag/meta.json,0.11747777777777779,0.10087777777777779,0.11747252714721713,0.10088532928001423,0.0,0.0,0.0917232070701668,0.07097400616011168,0.0,0.0,0.1142,0.0959,0.1566,0.1547
q3,q3,beauty,featured_moe_n3,route,Q3_BEAUTY_REMOVE_MICRO_R03_S3,,Q3_BEAUTY_REMOVE_MICRO_R03_S3,remove_micro,Remove Micro,3,beauty_top03_rfmoe,3,860020,5,ok,overall_seen_target,0.1023,0.09082737915153831,0.0647,0.0609,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r03_s3_20260419_090447_250793_pid804414_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r03_s3_20260419_090447_250793_pid804414.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r03_20260418_035848_046060_pid31801.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q3/beauty/featured_moe_n3/route/Q3_BEAUTY_REMOVE_MICRO_R03_S3.log,164.4077672958374,,2026-04-19T09:07:26.961475Z,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r03_s3_20260419_090447_250793_pid804414_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/special/q3_stage_structure/Q3/beauty/FMoEN3/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r03_s3_20260419_090447_250793_pid804414_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment_ablation/beauty/Q3/beauty_FeaturedMoE_N3_q3_beauty_remove_micro_r03_s3_20260419_090447_250793_pid804414,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/diag/meta.json,0.1023,0.09082222222222221,0.10229327759070889,0.09082737915153831,0.0,0.0,0.06468683903116777,0.06085256781738604,0.0,0.0,0.095,0.088,0.1627,0.1232
q3,q3,beauty,featured_moe_n3,route,Q3_BEAUTY_REMOVE_MID_R01_S3,,Q3_BEAUTY_REMOVE_MID_R01_S3,remove_mid,Remove Mid,1,beauty_top01_rfmoe,3,860003,2,ok,overall_seen_target,0.11543333333333333,0.10007714390735724,0.0886,0.0705,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_mid_r01_s3_20260419_085714_704807_pid801416_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_mid_r01_s3_20260419_085714_704807_pid801416.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/beauty_FeaturedMoE_N3_s1_beauty_featured_moe_n3_r04_20260418_035848_043295_pid31799.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q3/beauty/featured_moe_n3/route/Q3_BEAUTY_REMOVE_MID_R01_S3.log,259.3469228744507,,2026-04-19T09:01:29.453984Z,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q3_beauty_remove_mid_r01_s3_20260419_085714_704807_pid801416_best_model_state.pth,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/special/q3_stage_structure/Q3/beauty/FMoEN3/beauty_FeaturedMoE_N3_q3_beauty_remove_mid_r01_s3_20260419_085714_704807_pid801416_special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logging/final_experiment_ablation/beauty/Q3/beauty_FeaturedMoE_N3_q3_beauty_remove_mid_r01_s3_20260419_085714_704807_pid801416,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/diag/meta.json,0.11543333333333333,0.10006666666666668,0.1154314888610485,0.10007714390735724,0.0,0.0,0.08860292804079602,0.07049350547244009,0.0,0.0,0.1145,0.0958,0.1566,0.1461
