early_stopped,epochs_run,mrr@20,status,test_hr@10,test_mrr@20,trial
True,13,0.0104,ok,0.0086,0.0038,1
True,12,0.0166,ok,0.0115,0.01,2
True,16,0.0146,ok,0.0115,0.009,3
True,9,0.017,ok,0.0201,0.0106,4
True,17,0.0153,ok,0.0201,0.0101,5
True,28,0.0827,ok,0.1175,0.0504,6
True,28,0.0577,ok,0.1117,0.0492,7
True,34,0.056,ok,0.106,0.0439,8
True,18,0.0162,ok,0.0201,0.0104,9
True,23,0.0157,ok,0.0086,0.0099,10
True,22,0.0121,ok,0.0201,0.009,11
True,14,0.0161,ok,0.0201,0.0105,12
True,8,0.0175,ok,0.0201,0.0112,13
True,13,0.011,ok,0.0086,0.0052,14
True,17,0.0594,ok,0.1175,0.0552,15
True,15,0.0098,ok,0.0115,0.0041,16
True,16,0.0612,ok,0.1203,0.051,17
True,25,0.0121,ok,0.0086,0.0052,18
True,31,0.0112,ok,0.0201,0.0081,19
True,34,0.069,ok,0.1433,0.0687,20
True,19,0.0626,ok,0.1261,0.0522,21
True,28,0.0827,ok,0.1175,0.0504,22
True,28,0.0827,ok,0.1175,0.0504,23
True,28,0.0827,ok,0.1175,0.0504,24
False,35,0.0641,ok,0.1347,0.0528,25
True,28,0.0833,ok,0.1146,0.0509,26
True,28,0.0833,ok,0.1146,0.0509,27
