question,stage,dataset,model,family,panel_family,variant_group,variant_label,variant_order,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc
behavior_slices,behavior_slices,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,,behavior_guided,Behavior-guided,1,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R01_S2,,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R01_S2,behavior_guided,Behavior-Guided,1,kuaireclargestrictposv2_0_2_top01_rfmoe,2,960002,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/behavior_slices/kuaireclargestrictposv2_0_2/featured_moe_n3/route/BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R01_S2.log,0.0,,2026-04-20T16:09:48.704838Z
behavior_slices,behavior_slices,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,,behavior_guided,Behavior-guided,1,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R02_S2,,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R02_S2,behavior_guided,Behavior-Guided,2,kuaireclargestrictposv2_0_2_top02_rfmoe,2,960004,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s1_kuaireclargestrictposv2_0_2_featured_moe_n3_r19_20260418_094707_880811_pid110717.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/behavior_slices/kuaireclargestrictposv2_0_2/featured_moe_n3/route/BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R02_S2.log,0.0,,2026-04-20T16:09:48.705112Z
behavior_slices,behavior_slices,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,,behavior_guided,Behavior-guided,1,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R03_S1,,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R03_S1,behavior_guided,Behavior-Guided,3,kuaireclargestrictposv2_0_2_top03_rfmoe,1,960005,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s1_kuaireclargestrictposv2_0_2_featured_moe_n3_r05_20260418_072814_734138_pid86877.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/behavior_slices/kuaireclargestrictposv2_0_2/featured_moe_n3/route/BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R03_S1.log,0.0,,2026-04-20T16:09:48.705240Z
behavior_slices,behavior_slices,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,,behavior_guided,Behavior-guided,1,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R03_S2,,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R03_S2,behavior_guided,Behavior-Guided,3,kuaireclargestrictposv2_0_2_top03_rfmoe,2,960006,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s1_kuaireclargestrictposv2_0_2_featured_moe_n3_r05_20260418_072814_734138_pid86877.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/behavior_slices/kuaireclargestrictposv2_0_2/featured_moe_n3/route/BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R03_S2.log,0.0,,2026-04-20T16:09:48.705379Z
behavior_slices,behavior_slices,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,,behavior_guided,Behavior-guided,1,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R04_S1,,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R04_S1,behavior_guided,Behavior-Guided,4,kuaireclargestrictposv2_0_2_top04_23090_results,1,960007,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/behavior_slices/kuaireclargestrictposv2_0_2/featured_moe_n3/route/BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R04_S1.log,0.0,,2026-04-20T16:09:48.705507Z
behavior_slices,behavior_slices,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,,behavior_guided,Behavior-guided,1,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R04_S2,,BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R04_S2,behavior_guided,Behavior-Guided,4,kuaireclargestrictposv2_0_2_top04_23090_results,2,960008,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_topk/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s3_kuaireclargestrictposv2_0_2_topk_g4k2_c2_seed1_20260419_121502_896905_pid395277.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/behavior_slices/kuaireclargestrictposv2_0_2/featured_moe_n3/route/BEHAVIOR_SLICES_KUAIRECLARGESTRICTPOSV2_0_2_BEHAVIOR_GUIDED_R04_S2.log,0.0,,2026-04-20T16:09:48.705648Z
behavior_slices,behavior_slices,foursquare,featured_moe_n3,route,,behavior_guided,Behavior-guided,1,BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S2,,BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S2,behavior_guided,Behavior-Guided,1,foursquare_top01_rfmoe,2,960010,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s2_foursquare_featured_moe_n3_r01_20260418_112650_188577_pid127656.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/behavior_slices/foursquare/featured_moe_n3/route/BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R01_S2.log,0.0,,2026-04-20T16:09:48.705921Z
behavior_slices,behavior_slices,foursquare,featured_moe_n3,route,,behavior_guided,Behavior-guided,1,BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R02_S2,,BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R02_S2,behavior_guided,Behavior-Guided,2,foursquare_top02_rfmoe,2,960012,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/foursquare/FMoEN3/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r02_20260418_051112_808568_pid60647.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/behavior_slices/foursquare/featured_moe_n3/route/BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R02_S2.log,0.0,,2026-04-20T16:09:48.706170Z
behavior_slices,behavior_slices,foursquare,featured_moe_n3,route,,behavior_guided,Behavior-guided,1,BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R03_S1,,BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R03_S1,behavior_guided,Behavior-Guided,3,foursquare_top03_23090_results,1,960013,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/behavior_slices/foursquare/featured_moe_n3/route/BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R03_S1.log,0.0,,2026-04-20T16:09:48.706304Z
behavior_slices,behavior_slices,foursquare,featured_moe_n3,route,,behavior_guided,Behavior-guided,1,BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R03_S2,,BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R03_S2,behavior_guided,Behavior-Guided,3,foursquare_top03_23090_results,2,960014,dry-run,planned,overall_seen_target,,,,,,,/workspace/FeaturedMoE/experiments/run/artifacts/results/23090_results/final_experiment_target3_6h/foursquare_FeaturedMoE_N3_s1_foursquare_featured_moe_n3_r05_20260419_045245_918732_pid289624.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/appendix/behavior_slices/foursquare/featured_moe_n3/route/BEHAVIOR_SLICES_FOURSQUARE_BEHAVIOR_GUIDED_R03_S2.log,0.0,,2026-04-20T16:09:48.706431Z
